LabelNorm,RawLabelExample,NumCodes,Codes,RolesPerCode,PrefCount,AltCount
strontiumsulfat,Strontiumsulfat,2,gnd:4638643-9; gnd:4665823-3,gnd:4638643-9:alt; gnd:4665823-3:pref,1,1
strukturwort,Strukturwort,2,gnd:4155699-9; gnd:4313122-0,gnd:4155699-9:alt; gnd:4313122-0:alt,0,2
sumi-e,Sumi-e,2,gnd:4191989-0; gnd:4204673-7,gnd:4191989-0:alt; gnd:4204673-7:alt,0,2
sumo,SUMO,2,gnd:4184091-4; gnd:4526337-1,gnd:4184091-4:pref; gnd:4526337-1:alt,1,1
sundi,Sundi,2,gnd:1267440554; gnd:4269160-6,gnd:1267440554:alt; gnd:4269160-6:pref,1,1
superbase,Superbase,2,gnd:4212273-9; gnd:4304845-6,gnd:4212273-9:pref; gnd:4304845-6:alt,1,1
superfinish,Superfinish,2,gnd:4166238-6; gnd:4199904-6,gnd:4166238-6:alt; gnd:4199904-6:alt,0,2
superhero,Superhero,2,gnd:104122592X; gnd:4291285-4,gnd:104122592X:alt; gnd:4291285-4:alt,0,2
suramin,Suramin,2,gnd:4254964-4; gnd:4254965-6,gnd:4254964-4:pref; gnd:4254965-6:alt,1,1
surini,Surini,2,gnd:1268232106; gnd:1268232130,gnd:1268232106:alt; gnd:1268232130:alt,0,2
surui,Surui,2,gnd:1048702022; gnd:4440612-5,gnd:1048702022:pref; gnd:4440612-5:alt,1,1
susquehannock,Susquehannock,2,gnd:7684072-4; gnd:7726046-6,gnd:7684072-4:alt; gnd:7726046-6:pref,1,1
sussu,Sussu,2,gnd:1142261492; gnd:4120347-1,gnd:1142261492:alt; gnd:4120347-1:alt,0,2
"svensksund,seeschlacht,1790","Svensksund,Seeschlacht,1790",2,gnd:7595067-4; gnd:7595069-8,gnd:7595067-4:alt; gnd:7595069-8:alt,0,2
svu,SVU,2,gnd:4397163-5; gnd:4661224-5,gnd:4397163-5:alt; gnd:4661224-5:alt,0,2
svz,SvZ,2,gnd:4126670-5; gnd:4184268-6,gnd:4126670-5:alt; gnd:4184268-6:alt,0,2
sympathische reflexdystrophie,Sympathische Reflexdystrophie,2,gnd:1059232081; gnd:4299480-9,gnd:1059232081:alt; gnd:4299480-9:alt,0,2
syndicus,Syndicus,2,gnd:4184238-8; gnd:7546671-5,gnd:4184238-8:alt; gnd:7546671-5:pref,1,1
sünnet,Sünnet,2,gnd:4144874-1; gnd:4222036-1,gnd:4144874-1:alt; gnd:4222036-1:alt,0,2
t'u-chia,T'u-chia,2,gnd:1164039709; gnd:1250715156,gnd:1164039709:alt; gnd:1250715156:alt,0,2
t-o-karte,T-O-Karte,2,gnd:1138365491; gnd:130394605X,gnd:1138365491:pref; gnd:130394605X:alt,1,1
ta,ta,2,gnd:1162072911; gnd:4727155-3,gnd:1162072911:pref; gnd:4727155-3:pref,2,0
taa,TAA,2,gnd:4508803-2; gnd:7505218-0,gnd:4508803-2:alt; gnd:7505218-0:alt,0,2
"tabak,verbrauch","Tabak,Verbrauch",2,gnd:4306199-0; gnd:4471429-4,gnd:4306199-0:alt; gnd:4471429-4:alt,0,2
tafel,Tafel,2,gnd:1162073128; gnd:4184335-6,gnd:1162073128:pref; gnd:4184335-6:pref,2,0
tagoy,Tagoy,2,gnd:7563387-5; gnd:7565043-5,gnd:7563387-5:alt; gnd:7565043-5:alt,0,2
tai,TAI,2,gnd:4058921-3; gnd:4327584-9,gnd:4058921-3:alt; gnd:4327584-9:alt,0,2
takt,Takt,2,gnd:4397907-5; gnd:4579513-7,gnd:4397907-5:alt; gnd:4579513-7:pref,1,1
tamberma,Tamberma,2,gnd:4271891-0; gnd:4507997-3,gnd:4271891-0:alt; gnd:4507997-3:alt,0,2
tambura,Tambura,2,gnd:4424903-2; gnd:7744554-5,gnd:4424903-2:alt; gnd:7744554-5:alt,0,2
tame,Tame,2,gnd:4381758-0; gnd:4425851-3,gnd:4381758-0:pref; gnd:4425851-3:alt,1,1
tanagokoro no shōsetsu,Tanagokoro no shōsetsu,2,gnd:4249749-8; gnd:4313695-3,gnd:4249749-8:pref; gnd:4313695-3:alt,1,1
tante-emma-laden,Tante-Emma-Laden,2,gnd:4388681-4; gnd:4391592-9,gnd:4388681-4:alt; gnd:4391592-9:alt,0,2
tao,Tao,2,gnd:4236171-0; gnd:4566956-9,gnd:4236171-0:pref; gnd:4566956-9:alt,1,1
tarao,Tarao,2,gnd:1236535103; gnd:4735935-3,gnd:1236535103:pref; gnd:4735935-3:alt,1,1
tarino,Tarino,2,gnd:4364381-4; gnd:7856651-4,gnd:4364381-4:alt; gnd:7856651-4:alt,0,2
taro,Taro,2,gnd:4251529-4; gnd:7856651-4,gnd:4251529-4:pref; gnd:7856651-4:alt,1,1
"tarot,kartenspiel","Tarot,Kartenspiel",2,gnd:1193104297; gnd:4078157-4,gnd:1193104297:alt; gnd:4078157-4:alt,0,2
tastempfindung,Tastempfindung,2,gnd:4059104-9; gnd:4184494-4,gnd:4059104-9:alt; gnd:4184494-4:alt,0,2
tatar,Tatar,2,gnd:4592866-6; gnd:4786385-7,gnd:4592866-6:alt; gnd:4786385-7:pref,1,1
tb,tb,2,gnd:4046865-3; gnd:4061130-9,gnd:4046865-3:alt; gnd:4061130-9:alt,0,2
tca,TCA,2,gnd:4185912-1; gnd:4292131-4,gnd:4185912-1:alt; gnd:4292131-4:alt,0,2
tcs,TCS,2,gnd:7534679-5; gnd:7710598-9,gnd:7534679-5:alt; gnd:7710598-9:alt,0,2
tdi,TDI,2,gnd:4185639-9; gnd:7547457-8,gnd:4185639-9:alt; gnd:7547457-8:alt,0,2
tds,TdS,2,gnd:4185125-0; gnd:4506608-5,gnd:4185125-0:alt; gnd:4506608-5:alt,0,2
tec,TEC,2,gnd:1088444628; gnd:1230900055,gnd:1088444628:alt; gnd:1230900055:alt,0,2
technische biologie,Technische Biologie,2,gnd:4026979-6; gnd:4069491-4,gnd:4026979-6:alt; gnd:4069491-4:alt,0,2
teg,TEG,2,gnd:1047553317; gnd:4185145-6,gnd:1047553317:alt; gnd:4185145-6:alt,0,2
tegüima,Tegüima,2,gnd:123015941X; gnd:4532196-6,gnd:123015941X:alt; gnd:4532196-6:alt,0,2
tel,TEL,2,gnd:4145940-4; gnd:7581775-5,gnd:4145940-4:alt; gnd:7581775-5:alt,0,2
telamonia,Telamonia,2,gnd:1077003315; gnd:4338164-9,gnd:1077003315:alt; gnd:4338164-9:alt,0,2
telein,telein,2,gnd:4258756-6; gnd:4445139-8,gnd:4258756-6:pref; gnd:4445139-8:pref,2,0
tell,tell,2,gnd:4184658-8; gnd:4190167-8,gnd:4184658-8:pref; gnd:4190167-8:alt,1,1
temene,Temene,2,gnd:105461993X; gnd:4119552-8,gnd:105461993X:alt; gnd:4119552-8:alt,0,2
ten,Ten,2,gnd:1361631627; gnd:4184718-0,gnd:1361631627:alt; gnd:4184718-0:alt,0,2
terafim,Terafim,2,gnd:1065797583; gnd:1162072962,gnd:1065797583:alt; gnd:1162072962:alt,0,2
teratogenität,Teratogenität,2,gnd:4184737-4; gnd:4583871-9,gnd:4184737-4:alt; gnd:4583871-9:pref,1,1
terra sigillata,Terra sigillata,2,gnd:4113867-3; gnd:4184789-1,gnd:4113867-3:alt; gnd:4184789-1:pref,1,1
"tertiär,übergangszeit","Tertiär,Übergangszeit",2,gnd:4231369-7; gnd:4392081-0,gnd:4231369-7:alt; gnd:4392081-0:alt,0,2
tes,tes,2,gnd:4247344-5; gnd:7522231-0,gnd:4247344-5:pref; gnd:7522231-0:alt,1,1
teta,Teta,2,gnd:4315358-6; gnd:4793498-0,gnd:4315358-6:alt; gnd:4793498-0:alt,0,2
teufelszwirn,Teufelszwirn,2,gnd:4146117-4; gnd:4164085-8,gnd:4146117-4:alt; gnd:4164085-8:alt,0,2
tevah,tevah,2,gnd:116207292X; gnd:7623331-5,gnd:116207292X:pref; gnd:7623331-5:alt,1,1
tga,TGA,2,gnd:4244196-1; gnd:4278048-2,gnd:4244196-1:alt; gnd:4278048-2:alt,0,2
thangmi,Thangmi,2,gnd:1071070096; gnd:7589488-9,gnd:1071070096:alt; gnd:7589488-9:alt,0,2
tharimi,Tharimi,2,gnd:1071070096; gnd:7589488-9,gnd:1071070096:alt; gnd:7589488-9:alt,0,2
therapietreue,Therapietreue,2,gnd:4130064-6; gnd:7604634-5,gnd:4130064-6:alt; gnd:7604634-5:pref,1,1
thrombektomie,Thrombektomie,2,gnd:134326068X; gnd:4581374-7,gnd:134326068X:pref; gnd:4581374-7:pref,2,0
thumbsplus 2.1,ThumbsPlus 2.1,2,gnd:4430112-1; gnd:4431624-0,gnd:4430112-1:pref; gnd:4431624-0:alt,1,1
thuri,Thuri,2,gnd:4134039-5; gnd:4546874-6,gnd:4134039-5:pref; gnd:4546874-6:alt,1,1
thyroperoxidase,Thyroperoxidase,2,gnd:1068566388; gnd:4278044-5,gnd:1068566388:alt; gnd:4278044-5:pref,1,1
thāmī,Thāmī,2,gnd:1071070096; gnd:7589488-9,gnd:1071070096:alt; gnd:7589488-9:alt,0,2
tiba,Tiba,2,gnd:1051768543; gnd:4329243-4,gnd:1051768543:pref; gnd:4329243-4:alt,1,1
tibbu,Tibbu,2,gnd:4119734-3; gnd:4186393-8,gnd:4119734-3:alt; gnd:4186393-8:alt,0,2
tigrinja,Tigrinja,2,gnd:4120361-6; gnd:4366546-9,gnd:4120361-6:pref; gnd:4366546-9:alt,1,1
tigrinya,Tigrinya,2,gnd:4120361-6; gnd:4366546-9,gnd:4120361-6:alt; gnd:4366546-9:alt,0,2
tigriña,Tigriña,2,gnd:4120361-6; gnd:4366546-9,gnd:4120361-6:alt; gnd:4366546-9:alt,0,2
timne,Timne,2,gnd:105461993X; gnd:4119552-8,gnd:105461993X:alt; gnd:4119552-8:alt,0,2
tiriyó,Tiriyó,2,gnd:4106960-2; gnd:4720050-9,gnd:4106960-2:alt; gnd:4720050-9:alt,0,2
titangruppe,Titangruppe,2,gnd:4344825-2; gnd:4532089-5,gnd:4344825-2:alt; gnd:4532089-5:pref,1,1
titantetraiodid,Titantetraiodid,2,gnd:1062758765; gnd:4185574-7,gnd:1062758765:alt; gnd:4185574-7:pref,1,1
tlr,TLR,2,gnd:4748432-9; gnd:7660761-6,gnd:4748432-9:alt; gnd:7660761-6:alt,0,2
tls,TLS,2,gnd:1155767675; gnd:4730147-8,gnd:1155767675:alt; gnd:4730147-8:pref,1,1
tmp,TMP,2,gnd:4800251-3; gnd:7716476-3,gnd:4800251-3:alt; gnd:7716476-3:alt,0,2
tmr,TMR,2,gnd:1358910286; gnd:4667475-5,gnd:1358910286:pref; gnd:4667475-5:alt,1,1
to,to,2,gnd:4193421-0; gnd:4304340-9,gnd:4193421-0:alt; gnd:4304340-9:alt,0,2
tob,TOB,2,gnd:4264900-6; gnd:4353125-8,gnd:4264900-6:alt; gnd:4353125-8:alt,0,2
tobote,Tobote,2,gnd:1205168672; gnd:4004658-8,gnd:1205168672:alt; gnd:4004658-8:alt,0,2
toc,TOC,2,gnd:1230900055; gnd:4381803-1,gnd:1230900055:alt; gnd:4381803-1:pref,1,1
todkranker,Todkranker,2,gnd:4122366-4; gnd:4186891-2,gnd:4122366-4:alt; gnd:4186891-2:alt,0,2
tofet,tofet,2,gnd:1162073098; gnd:4294957-9,gnd:1162073098:pref; gnd:4294957-9:alt,1,1
"toolbook,multimedia","ToolBook,Multimedia",2,gnd:4431391-3; gnd:4431392-5,gnd:4431391-3:alt; gnd:4431392-5:alt,0,2
topos,topos,2,gnd:1148983899; gnd:4127974-8,gnd:1148983899:pref; gnd:4127974-8:pref,2,0
torah,Torah,2,gnd:1162073101; gnd:4226122-3,gnd:1162073101:alt; gnd:4226122-3:alt,0,2
toric variety,Toric variety,2,gnd:4194508-6; gnd:4786945-8,gnd:4194508-6:alt; gnd:4786945-8:alt,0,2
toskaner,Toskaner,2,gnd:4318395-5; gnd:4729716-5,gnd:4318395-5:pref; gnd:4729716-5:alt,1,1
totenbeschwörung,Totenbeschwörung,2,gnd:4171418-0; gnd:4185752-5,gnd:4171418-0:alt; gnd:4185752-5:pref,1,1
"tours und poitiers,schlacht","Tours und Poitiers,Schlacht",2,gnd:4428752-5; gnd:4428753-7,gnd:4428752-5:alt; gnd:4428753-7:alt,0,2
tpc,TPC,2,gnd:4226164-8; gnd:4327322-1,gnd:4226164-8:alt; gnd:4327322-1:alt,0,2
tpp,TPP,2,gnd:4186202-8; gnd:4263052-6,gnd:4186202-8:alt; gnd:4263052-6:alt,0,2
tps,TPS,2,gnd:4296951-7; gnd:4815825-2,gnd:4296951-7:alt; gnd:4815825-2:alt,0,2
transvaal-ndebele,Transvaal-Ndebele,2,gnd:4117789-7; gnd:4612100-6,gnd:4117789-7:pref; gnd:4612100-6:alt,1,1
tree and tabular combined notation,Tree and tabular combined notation,2,gnd:4320092-8; gnd:7525338-0,gnd:4320092-8:alt; gnd:7525338-0:alt,0,2
treibgas,Treibgas,2,gnd:4185972-8; gnd:4529421-5,gnd:4185972-8:pref; gnd:4529421-5:alt,1,1
trennungs- und scheidungsberatung,Trennungs- und Scheidungsberatung,2,gnd:7510025-3; gnd:7510114-2,gnd:7510025-3:alt; gnd:7510114-2:alt,0,2
trfa,TRFA,2,gnd:1292274344; gnd:4655096-3,gnd:1292274344:alt; gnd:4655096-3:alt,0,2
triolet,Triolet,2,gnd:1274846765; gnd:7660977-7,gnd:1274846765:alt; gnd:7660977-7:alt,0,2
triosen,Triosen,2,gnd:4282275-0; gnd:4386026-6,gnd:4282275-0:alt; gnd:4386026-6:pref,1,1
trique,Trique,2,gnd:7664625-7; gnd:7739271-1,gnd:7664625-7:alt; gnd:7739271-1:alt,0,2
triqui,Triqui,2,gnd:7664625-7; gnd:7739271-1,gnd:7664625-7:alt; gnd:7739271-1:alt,0,2
truncus,Truncus,2,gnd:4178696-8; gnd:4182864-1,gnd:4178696-8:alt; gnd:4182864-1:alt,0,2
tschakma,Tschakma,2,gnd:1275623700; gnd:4348364-1,gnd:1275623700:alt; gnd:4348364-1:pref,1,1
tscham,Tscham,2,gnd:4078432-0; gnd:4461906-6,gnd:4078432-0:alt; gnd:4461906-6:pref,1,1
tschamba,Tschamba,2,gnd:1205168672; gnd:4004658-8,gnd:1205168672:alt; gnd:4004658-8:alt,0,2
"tschechisch,literatur","Tschechisch,Literatur",2,gnd:1312051205; gnd:1312051213,gnd:1312051205:alt; gnd:1312051213:alt,0,2
tschin,Tschin,2,gnd:4303796-3; gnd:4313085-9,gnd:4303796-3:alt; gnd:4313085-9:alt,0,2
tsedaḳah,Tsedaḳah,2,gnd:1162071796; gnd:4274812-4,gnd:1162071796:pref; gnd:4274812-4:alt,1,1
tsedeḳ,Tsedeḳ,2,gnd:1162071702; gnd:4274814-8,gnd:1162071702:pref; gnd:4274814-8:alt,1,1
ttf,TTF,2,gnd:1125918381; gnd:4327908-9,gnd:1125918381:alt; gnd:4327908-9:alt,0,2
tts,TTS,2,gnd:4192010-7; gnd:4194948-1,gnd:4192010-7:alt; gnd:4194948-1:alt,0,2
ttt,TTT,2,gnd:4185385-4; gnd:4309034-5,gnd:4185385-4:alt; gnd:4309034-5:alt,0,2
tuberkulosefürsorge,Tuberkulosefürsorge,2,gnd:4198895-4; gnd:4745956-6,gnd:4198895-4:pref; gnd:4745956-6:alt,1,1
tudza,Tudza,2,gnd:1164039709; gnd:1250715156,gnd:1164039709:alt; gnd:1250715156:alt,0,2
tum,Tum,2,gnd:4360020-7; gnd:7618353-1,gnd:4360020-7:pref; gnd:7618353-1:alt,1,1
tun,TuN,2,gnd:1030493057; gnd:4374380-8,gnd:1030493057:alt; gnd:4374380-8:pref,1,1
tur,Tur,2,gnd:4191902-6; gnd:4667400-7,gnd:4191902-6:alt; gnd:4667400-7:alt,0,2
tusia,Tusia,2,gnd:1153926008; gnd:4724417-3,gnd:1153926008:alt; gnd:4724417-3:alt,0,2
türkisch papier,Türkisch Papier,2,gnd:4138589-5; gnd:4737361-1,gnd:4138589-5:alt; gnd:4737361-1:pref,1,1
türkü,Türkü,2,gnd:4299688-0; gnd:4746455-0,gnd:4299688-0:alt; gnd:4746455-0:pref,1,1
ude,Ude,2,gnd:1148983937; gnd:4535700-6,gnd:1148983937:pref; gnd:4535700-6:alt,1,1
udisch,Udisch,2,gnd:4120371-9; gnd:4535700-6,gnd:4120371-9:pref; gnd:4535700-6:alt,1,1
umwidmung,Umwidmung,2,gnd:4042840-0; gnd:4199383-4,gnd:4042840-0:alt; gnd:4199383-4:alt,0,2
un,un,2,gnd:1148983945; gnd:4293259-2,gnd:1148983945:pref; gnd:4293259-2:pref,2,0
union,Union,2,gnd:1336884932; gnd:4229399-6,gnd:1336884932:alt; gnd:4229399-6:pref,1,1
unionoida,Unionoida,2,gnd:4235987-9; gnd:4679561-3,gnd:4235987-9:pref; gnd:4679561-3:pref,2,0
universum,Universum,2,gnd:4079154-3; gnd:4114295-0,gnd:4079154-3:alt; gnd:4114295-0:alt,0,2
unterirdischer hohlraum,Unterirdischer Hohlraum,2,gnd:4025362-4; gnd:7506866-7,gnd:4025362-4:alt; gnd:7506866-7:pref,1,1
unterklasse,Unterklasse,2,gnd:4062024-4; gnd:4640456-9,gnd:4062024-4:alt; gnd:4640456-9:pref,1,1
"unternehmen,netzwerk","Unternehmen,Netzwerk",2,gnd:4245322-7; gnd:4402944-5,gnd:4245322-7:alt; gnd:4402944-5:alt,0,2
"unternehmen,prüfungswesen","Unternehmen,Prüfungswesen",2,gnd:4049674-0; gnd:4066505-7,gnd:4049674-0:alt; gnd:4066505-7:alt,0,2
"unternehmen,verschmelzung","Unternehmen,Verschmelzung",2,gnd:4071520-6; gnd:4321280-3,gnd:4071520-6:alt; gnd:4321280-3:alt,0,2
unternehmensübergang,Unternehmensübergang,2,gnd:4061958-8; gnd:4134701-8,gnd:4061958-8:alt; gnd:4134701-8:alt,0,2
unterstimme,Unterstimme,2,gnd:1076364144; gnd:4475538-7,gnd:1076364144:alt; gnd:4475538-7:alt,0,2
unterweltsfahrt,Unterweltsfahrt,2,gnd:4160375-8; gnd:4268745-7,gnd:4160375-8:alt; gnd:4268745-7:alt,0,2
unzelmann-fraktur,Unzelmann-Fraktur,2,gnd:7646064-2; gnd:7646983-9,gnd:7646064-2:alt; gnd:7646983-9:pref,1,1
urteiler,Urteiler,2,gnd:4156444-3; gnd:4766324-8,gnd:4156444-3:alt; gnd:4766324-8:pref,1,1
usan,Usan,2,gnd:4186910-2; gnd:4227179-4,gnd:4186910-2:alt; gnd:4227179-4:pref,1,1
uvs,UVS,2,gnd:4276179-7; gnd:4490847-7,gnd:4276179-7:alt; gnd:4490847-7:alt,0,2
v,v,2,gnd:4019791-8; gnd:4794155-8,gnd:4019791-8:alt; gnd:4794155-8:pref,1,1
va,VA,2,gnd:4188364-0; gnd:4281854-0,gnd:4188364-0:alt; gnd:4281854-0:alt,0,2
vacamwe,Vacamwe,2,gnd:1315158973; gnd:7688941-5,gnd:1315158973:alt; gnd:7688941-5:alt,0,2
valse à la musette,Valse à la musette,2,gnd:4422248-8; gnd:4424796-5,gnd:4422248-8:alt; gnd:4424796-5:alt,0,2
vaquero,Vaquero,2,gnd:4139350-8; gnd:7581328-2,gnd:4139350-8:pref; gnd:7581328-2:alt,1,1
var,VAR,2,gnd:4167108-9; gnd:4519495-6,gnd:4167108-9:alt; gnd:4519495-6:alt,0,2
varitox,Varitox,2,gnd:4171285-7; gnd:4292131-4,gnd:4171285-7:alt; gnd:4292131-4:alt,0,2
vaterschaftsuntersuchung,Vaterschaftsuntersuchung,2,gnd:4187444-4; gnd:4187445-6,gnd:4187444-4:alt; gnd:4187445-6:alt,0,2
verbraucherteilzahlungskredit,Verbraucherteilzahlungskredit,2,gnd:4032243-9; gnd:4059342-3,gnd:4032243-9:alt; gnd:4059342-3:alt,0,2
verdünner,Verdünner,2,gnd:4036160-3; gnd:4775329-8,gnd:4036160-3:alt; gnd:4775329-8:pref,1,1
vereinsheim,Vereinsheim,2,gnd:4187654-4; gnd:4246624-6,gnd:4187654-4:alt; gnd:4246624-6:alt,0,2
verfahrensgrundrecht,Verfahrensgrundrecht,2,gnd:4340525-3; gnd:4818923-6,gnd:4340525-3:pref; gnd:4818923-6:alt,1,1
vergleichende regierungslehre,Vergleichende Regierungslehre,2,gnd:4187735-4; gnd:7503973-4,gnd:4187735-4:pref; gnd:7503973-4:alt,1,1
vergrößern,Vergrößern,2,gnd:4062854-1; gnd:4536173-3,gnd:4062854-1:alt; gnd:4536173-3:alt,0,2
verkehrsträger,Verkehrsträger,2,gnd:1233135082; gnd:4129587-0,gnd:1233135082:pref; gnd:4129587-0:alt,1,1
verknüpfungsschaltung,Verknüpfungsschaltung,2,gnd:4052053-5; gnd:4131023-8,gnd:4052053-5:alt; gnd:4131023-8:alt,0,2
vermessungstechniker,Vermessungstechniker,2,gnd:1051613264; gnd:4206294-9,gnd:1051613264:alt; gnd:4206294-9:pref,1,1
veronesisch,Veronesisch,2,gnd:4359364-1; gnd:4674407-1,gnd:4359364-1:alt; gnd:4674407-1:alt,0,2
verschwiegenheitspflicht,Verschwiegenheitspflicht,2,gnd:4019741-4; gnd:4180447-8,gnd:4019741-4:alt; gnd:4180447-8:alt,0,2
versgeschichte,Versgeschichte,2,gnd:4039002-0; gnd:4187991-0,gnd:4039002-0:alt; gnd:4187991-0:alt,0,2
verwaltungshochschule,Verwaltungshochschule,2,gnd:4188117-5; gnd:4346230-3,gnd:4188117-5:alt; gnd:4346230-3:pref,1,1
"verziehen,pflanzenbau","Verziehen,Pflanzenbau",2,gnd:4143507-2; gnd:4415581-5,gnd:4143507-2:alt; gnd:4415581-5:alt,0,2
veterinärhygiene,Veterinärhygiene,2,gnd:4185476-7; gnd:7502011-7,gnd:4185476-7:alt; gnd:7502011-7:pref,1,1
vhe,Vhe,2,gnd:4015933-4; gnd:4794113-3,gnd:4015933-4:alt; gnd:4794113-3:alt,0,2
videopiraterie,Videopiraterie,2,gnd:7506478-9; gnd:7507237-3,gnd:7506478-9:pref; gnd:7507237-3:pref,2,0
vielteilchenproblem,Vielteilchenproblem,2,gnd:4078900-7; gnd:4331960-9,gnd:4078900-7:alt; gnd:4331960-9:alt,0,2
vinylencarbonate,Vinylencarbonate,2,gnd:4188337-8; gnd:4609878-1,gnd:4188337-8:pref; gnd:4609878-1:alt,1,1
viola pomposa,Viola pomposa,2,gnd:1171866062; gnd:7671257-6,gnd:1171866062:alt; gnd:7671257-6:pref,1,1
vip,VIP,2,gnd:4191412-0; gnd:4313460-9,gnd:4191412-0:alt; gnd:4313460-9:alt,0,2
viscaria,Viscaria,2,gnd:4167592-7; gnd:4210826-3,gnd:4167592-7:alt; gnd:4210826-3:alt,0,2
viscera,Viscera,2,gnd:4013855-0; gnd:4323333-8,gnd:4013855-0:alt; gnd:4323333-8:alt,0,2
volksbefragung,Volksbefragung,2,gnd:4005227-8; gnd:4134790-0,gnd:4005227-8:alt; gnd:4134790-0:alt,0,2
vorbehalt des gesetzes,Vorbehalt des Gesetzes,2,gnd:4020676-2; gnd:4020686-5,gnd:4020676-2:alt; gnd:4020686-5:alt,0,2
vot,vot,2,gnd:4581022-9; gnd:7743265-4,gnd:4581022-9:pref; gnd:7743265-4:alt,1,1
vsm,VSM,2,gnd:4188585-5; gnd:7617676-9,gnd:4188585-5:alt; gnd:7617676-9:alt,0,2
vw 411,VW 411,2,gnd:1256308595; gnd:4345928-6,gnd:1256308595:alt; gnd:4345928-6:pref,1,1
vw 412,VW 412,2,gnd:1256308595; gnd:4345929-8,gnd:1256308595:alt; gnd:4345929-8:pref,1,1
"wa,sprache","Wa,Sprache",2,gnd:4723324-2; gnd:4793730-0,gnd:4723324-2:alt; gnd:4793730-0:alt,0,2
waale,Waale,2,gnd:4006307-0; gnd:4786750-4,gnd:4006307-0:alt; gnd:4786750-4:alt,0,2
wachi,Wachi,2,gnd:124158124X; gnd:1241581398,gnd:124158124X:alt; gnd:1241581398:alt,0,2
waci,Waci,2,gnd:124158124X; gnd:1241581398,gnd:124158124X:alt; gnd:1241581398:pref,1,1
waci-gbe,Waci-Gbe,2,gnd:124158124X; gnd:1241581398,gnd:124158124X:pref; gnd:1241581398:alt,1,1
waldhorn,Waldhorn,2,gnd:4188979-4; gnd:4259257-4,gnd:4188979-4:pref; gnd:4259257-4:alt,1,1
wale,Wale,2,gnd:4064432-7; gnd:4786750-4,gnd:4064432-7:pref; gnd:4786750-4:alt,1,1
wameru,Wameru,2,gnd:1142263975; gnd:4115114-8,gnd:1142263975:alt+pref; gnd:4115114-8:alt,1,2
wan,wan,2,gnd:4294149-0; gnd:4323607-8,gnd:4294149-0:alt; gnd:4323607-8:pref,1,1
warenklassifikation,Warenklassifikation,2,gnd:4128115-9; gnd:4197140-1,gnd:4128115-9:alt; gnd:4197140-1:pref,1,1
warimi,Warimi,2,gnd:1059103389; gnd:4644675-8,gnd:1059103389:alt; gnd:4644675-8:pref,1,1
warnfärbung,Warnfärbung,2,gnd:4356395-8; gnd:4443981-7,gnd:4356395-8:alt; gnd:4443981-7:alt,0,2
"wasi,sprache","Wasi,Sprache",2,gnd:1100191852; gnd:4780230-3,gnd:1100191852:alt; gnd:4780230-3:alt,0,2
watchi,Watchi,2,gnd:124158124X; gnd:1241581398,gnd:124158124X:alt; gnd:1241581398:alt,0,2
watyi,Watyi,2,gnd:124158124X; gnd:1241581398,gnd:124158124X:alt; gnd:1241581398:alt,0,2
watyu,Watyu,2,gnd:124158124X; gnd:1241581398,gnd:124158124X:alt; gnd:1241581398:alt,0,2
wayampi,Wayampi,2,gnd:4064870-9; gnd:4243229-7,gnd:4064870-9:alt; gnd:4243229-7:alt,0,2
wdm,WDM,2,gnd:4528448-9; gnd:4574295-9,gnd:4528448-9:pref; gnd:4574295-9:alt,1,1
we,we,2,gnd:1162073187; gnd:4107808-1,gnd:1162073187:alt; gnd:4107808-1:pref,1,1
"wechselkurs,kursbildung","Wechselkurs,Kursbildung",2,gnd:7504844-9; gnd:7504848-6,gnd:7504844-9:alt; gnd:7504848-6:alt,0,2
wechseltierchen,Wechseltierchen,2,gnd:4142236-3; gnd:4257249-6,gnd:4142236-3:alt; gnd:4257249-6:alt,0,2
wehrbeitrag,Wehrbeitrag,2,gnd:4211970-4; gnd:7503140-1,gnd:4211970-4:alt; gnd:7503140-1:pref,1,1
wehrgeld,Wehrgeld,2,gnd:4189651-8; gnd:4211970-4,gnd:4189651-8:alt; gnd:4211970-4:alt,0,2
weidenblattkäfer,Weidenblattkäfer,2,gnd:106692936X; gnd:1360356746,gnd:106692936X:pref; gnd:1360356746:alt,1,1
weiterreißfestigkeit,Weiterreißfestigkeit,2,gnd:1156751810; gnd:4434446-6,gnd:1156751810:alt; gnd:4434446-6:pref,1,1
wellgetriebe,Wellgetriebe,2,gnd:4157580-5; gnd:4786957-4,gnd:4157580-5:alt; gnd:4786957-4:pref,1,1
welsche,Welsche,2,gnd:1162855509; gnd:7567794-5,gnd:1162855509:alt; gnd:7567794-5:alt,0,2
"weltall,entstehung","Weltall,Entstehung",2,gnd:4073736-6; gnd:4114294-9,gnd:4073736-6:alt; gnd:4114294-9:alt,0,2
"weltentstehung,mythos","Weltentstehung,Mythos",2,gnd:4073736-6; gnd:4121620-9,gnd:4073736-6:alt; gnd:4121620-9:alt,0,2
weminuche,Weminuche,2,gnd:4248317-7; gnd:7851070-3,gnd:4248317-7:alt; gnd:7851070-3:alt,0,2
"wirtschaft,berichterstattung","Wirtschaft,Berichterstattung",2,gnd:4127239-0; gnd:4127249-3,gnd:4127239-0:alt; gnd:4127249-3:alt,0,2
wirtschaftsingenieurin,Wirtschaftsingenieurin,2,gnd:4192847-7; gnd:7627831-1,gnd:4192847-7:alt; gnd:7627831-1:pref,1,1
